Object Name,Object Begin Date,Link Resource,Image File Name,URL
Print,1485,http://www.metmuseum.org/art/collection/search/387572,DP816448.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816448.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387577,DP820483.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP820483.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387584,DP816948.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816948.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387585,DP816450.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816450.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387590,DP816480.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816480.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387591,DP816479.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816479.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387606,DP816438.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816438.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387607,DP816492.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816492.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387608,DP816445.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816445.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387723,DP816596.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816596.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387724,DP816590.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816590.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387725,DP816587.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816587.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387726,DP816603.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816603.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387728,DP816609.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816609.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387729,DP816611.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816611.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387730,DP816612.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816612.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387731,DP816478.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816478.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387736,DP816496.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816496.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387740,DP816952.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816952.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387741,DP816495.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816495.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387751,DP816747.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816747.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387757,DP816793.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816793.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387758,DP816745.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816745.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387759,DP816753.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816753.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387760,DP816792.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816792.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387761,DP816794.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816794.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387762,DP816790.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816790.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387763,DP816782.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816782.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387764,DP816788.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816788.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387765,DP816789.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816789.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387766,DP816787.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816787.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387767,DP816754.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816754.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387768,DP816756.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816756.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387769,DP816774.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816774.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387774,DP816798.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816798.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387775,DP816799.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816799.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387776,DP816795.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816795.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387777,DP816797.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816797.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387778,DP816415.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816415.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387779,DP816409.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816409.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387780,DP816413.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816413.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387781,DP816806.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816806.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387782,DP816807.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816807.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387783,DP816808.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816808.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387784,DP816809.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816809.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387785,DP816810.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816810.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387786,DP816811.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816811.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387787,DP816803.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816803.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387788,DP816804.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816804.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387789,DP816805.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816805.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387790,DP816812.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816812.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387791,DP816813.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816813.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387792,DP816814.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816814.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387793,DP816823.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816823.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387801,DP816791.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816791.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387803,DP816456.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816456.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387804,DP816819.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816819.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387805,DP816815.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816815.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387806,DP816817.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816817.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387807,DP816821.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816821.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387808,DP817080.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP817080.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387811,DP816452.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816452.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387812,DP816451.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816451.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387876,DP816277.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816277.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387882,DP215648.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP215648.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/387883,DP816588.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816588.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388017,DP816284.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816284.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388019,DP816599.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816599.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388020,DP816598.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816598.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388021,DP816594.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816594.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388022,DP816591.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816591.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388023,DP816589.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816589.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388024,DP816600.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816600.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388025,DP816602.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816602.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388026,DP816604.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816604.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388027,DP816607.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816607.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388028,DP816610.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816610.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388029,DP816614.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816614.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388030,DP816615.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816615.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388117,DP816729.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816729.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388118,DP816733.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816733.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388119,DP816734.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816734.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388120,DP816736.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816736.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388121,DP816920.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816920.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388122,DP816919.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816919.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388123,DP816916.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816916.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388124,DP816931.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816931.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388125,DP816939.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816939.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388126,DP816938.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816938.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388127,DP816933.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816933.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388151,DP816433.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816433.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388152,DP816440.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816440.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388153,DP816437.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816437.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388154,DP816949.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816949.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388157,DP816446.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816446.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388158,DP816947.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816947.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388159,DP817079.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP817079.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388160,DP816945.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816945.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388360,DP816954.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816954.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388361,DP816458.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816458.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388364,DP816454.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816454.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388367,DP816444.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816444.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388368,DP816443.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816443.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388369,DP816442.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816442.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388380,DP816062.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816062.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388382,DP816434.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816434.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388404,DP816606.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816606.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388405,DP816485.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816485.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388406,DP816486.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816486.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388411,DP816595.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816595.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388461,DP816455.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816455.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388463,DP816802.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816802.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388464,DP816796.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816796.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388466,DP816439.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816439.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388470,DP816436.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816436.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388480,DP816431.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816431.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388481,DP816943.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816943.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388482,DP816484.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816484.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388483,DP816449.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816449.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388484,DP820412.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP820412.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388597,DP816605.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816605.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388608,DP816822.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816822.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388609,DP816461.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816461.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388634,DP820484.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP820484.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388642,DP816482.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816482.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388643,DP816481.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816481.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388646,DP816285.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816285.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388786,DP816432.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816432.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388801,DP816269.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816269.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388802,DP816459.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816459.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388823,DP816918.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816918.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388828,DP816944.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816944.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388829,DP820455.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP820455.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388831,DP816059.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816059.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/388886,DP816032.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816032.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/389051,DP816414.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816414.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/389052,DP816460.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816460.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/389055,DP816618.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP816618.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391026,DP815295.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815295.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391036,DP815357.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815357.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391041,DP815346.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815346.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391049,DP815369.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815369.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391054,DP820344.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP820344.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391055,DP820359.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP820359.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391062,DP815378.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815378.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391108,DP815438.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815438.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391125,DP815433.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815433.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391127,DP815423.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815423.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391128,DP815424.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815424.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391140,DP815537.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815537.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391179,DP815597.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815597.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391180,DP815598.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815598.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391210,DP815758.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815758.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391221,DP815784.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815784.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391222,DP815785.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815785.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391233,DP815899.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815899.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391260,DP815741.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815741.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391261,DP815740.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815740.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391262,DP815914.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815914.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391273,DP815908.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815908.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391275,DP815909.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815909.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391278,DP815921.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815921.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391290,DP815923.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815923.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391340,DP815991.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815991.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391341,DP815988.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815988.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391344,DP815993.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815993.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391345,DP815992.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815992.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/391401,DP815556.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815556.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/396275,DP815372.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815372.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/396377,DP815436.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815436.jpg
Print,1485,http://www.metmuseum.org/art/collection/search/396539,DP815719.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP815719.jpg
