Object Begin Date,Image File Name,Link Resource
1485,DP816817.jpg,http://www.metmuseum.org/art/collection/search/387806
1485,DP816821.jpg,http://www.metmuseum.org/art/collection/search/387807
1485,DP817080.jpg,http://www.metmuseum.org/art/collection/search/387808
1485,DP816452.jpg,http://www.metmuseum.org/art/collection/search/387811
1485,DP816451.jpg,http://www.metmuseum.org/art/collection/search/387812
1485,DP816277.jpg,http://www.metmuseum.org/art/collection/search/387876
1485,DP215648.jpg,http://www.metmuseum.org/art/collection/search/387882
1485,DP816588.jpg,http://www.metmuseum.org/art/collection/search/387883
1485,DP816284.jpg,http://www.metmuseum.org/art/collection/search/388017
1485,DP816599.jpg,http://www.metmuseum.org/art/collection/search/388019
1485,DP816598.jpg,http://www.metmuseum.org/art/collection/search/388020
1485,DP816594.jpg,http://www.metmuseum.org/art/collection/search/388021
1485,DP816591.jpg,http://www.metmuseum.org/art/collection/search/388022
1485,DP816589.jpg,http://www.metmuseum.org/art/collection/search/388023
1485,DP816600.jpg,http://www.metmuseum.org/art/collection/search/388024
1485,DP816602.jpg,http://www.metmuseum.org/art/collection/search/388025
1485,DP816604.jpg,http://www.metmuseum.org/art/collection/search/388026
1485,DP816607.jpg,http://www.metmuseum.org/art/collection/search/388027
1485,DP816610.jpg,http://www.metmuseum.org/art/collection/search/388028
1485,DP816614.jpg,http://www.metmuseum.org/art/collection/search/388029
1485,DP816615.jpg,http://www.metmuseum.org/art/collection/search/388030
1485,DP816729.jpg,http://www.metmuseum.org/art/collection/search/388117
1485,DP816733.jpg,http://www.metmuseum.org/art/collection/search/388118
1485,DP816734.jpg,http://www.metmuseum.org/art/collection/search/388119
1485,DP816736.jpg,http://www.metmuseum.org/art/collection/search/388120
1485,DP816920.jpg,http://www.metmuseum.org/art/collection/search/388121
1485,DP816919.jpg,http://www.metmuseum.org/art/collection/search/388122
1485,DP816916.jpg,http://www.metmuseum.org/art/collection/search/388123
1485,DP816931.jpg,http://www.metmuseum.org/art/collection/search/388124
1485,DP816939.jpg,http://www.metmuseum.org/art/collection/search/388125
1485,DP816938.jpg,http://www.metmuseum.org/art/collection/search/388126
1485,DP816933.jpg,http://www.metmuseum.org/art/collection/search/388127
1485,DP816433.jpg,http://www.metmuseum.org/art/collection/search/388151
1485,DP816440.jpg,http://www.metmuseum.org/art/collection/search/388152
1485,DP816437.jpg,http://www.metmuseum.org/art/collection/search/388153
1485,DP816949.jpg,http://www.metmuseum.org/art/collection/search/388154
1485,DP816446.jpg,http://www.metmuseum.org/art/collection/search/388157
1485,DP816947.jpg,http://www.metmuseum.org/art/collection/search/388158
1485,DP817079.jpg,http://www.metmuseum.org/art/collection/search/388159
1485,DP816945.jpg,http://www.metmuseum.org/art/collection/search/388160
1485,DP816954.jpg,http://www.metmuseum.org/art/collection/search/388360
1485,DP816458.jpg,http://www.metmuseum.org/art/collection/search/388361
1485,DP816454.jpg,http://www.metmuseum.org/art/collection/search/388364
1485,DP816444.jpg,http://www.metmuseum.org/art/collection/search/388367
1485,DP816443.jpg,http://www.metmuseum.org/art/collection/search/388368
1485,DP816442.jpg,http://www.metmuseum.org/art/collection/search/388369
1485,DP816062.jpg,http://www.metmuseum.org/art/collection/search/388380
1485,DP816434.jpg,http://www.metmuseum.org/art/collection/search/388382
1485,DP816606.jpg,http://www.metmuseum.org/art/collection/search/388404
1485,DP816485.jpg,http://www.metmuseum.org/art/collection/search/388405
1485,DP816486.jpg,http://www.metmuseum.org/art/collection/search/388406
1485,DP816595.jpg,http://www.metmuseum.org/art/collection/search/388411
1485,DP816455.jpg,http://www.metmuseum.org/art/collection/search/388461
1485,DP816802.jpg,http://www.metmuseum.org/art/collection/search/388463
1485,DP816796.jpg,http://www.metmuseum.org/art/collection/search/388464
1485,DP816439.jpg,http://www.metmuseum.org/art/collection/search/388466
1485,DP816436.jpg,http://www.metmuseum.org/art/collection/search/388470
1485,DP816431.jpg,http://www.metmuseum.org/art/collection/search/388480
1485,DP816943.jpg,http://www.metmuseum.org/art/collection/search/388481
1485,DP816484.jpg,http://www.metmuseum.org/art/collection/search/388482
1485,DP816449.jpg,http://www.metmuseum.org/art/collection/search/388483
1485,DP820412.jpg,http://www.metmuseum.org/art/collection/search/388484
1485,DP816605.jpg,http://www.metmuseum.org/art/collection/search/388597
1485,DP816822.jpg,http://www.metmuseum.org/art/collection/search/388608
1485,DP816461.jpg,http://www.metmuseum.org/art/collection/search/388609
1485,DP820484.jpg,http://www.metmuseum.org/art/collection/search/388634
1485,DP816482.jpg,http://www.metmuseum.org/art/collection/search/388642
1485,DP816481.jpg,http://www.metmuseum.org/art/collection/search/388643
1485,DP816285.jpg,http://www.metmuseum.org/art/collection/search/388646
1485,DP816432.jpg,http://www.metmuseum.org/art/collection/search/388786
1485,DP816269.jpg,http://www.metmuseum.org/art/collection/search/388801
1485,DP816459.jpg,http://www.metmuseum.org/art/collection/search/388802
1485,DP816918.jpg,http://www.metmuseum.org/art/collection/search/388823
1485,DP816944.jpg,http://www.metmuseum.org/art/collection/search/388828
1485,DP820455.jpg,http://www.metmuseum.org/art/collection/search/388829
1485,DP816059.jpg,http://www.metmuseum.org/art/collection/search/388831
1485,DP816032.jpg,http://www.metmuseum.org/art/collection/search/388886
1485,DP816414.jpg,http://www.metmuseum.org/art/collection/search/389051
1485,DP816460.jpg,http://www.metmuseum.org/art/collection/search/389052
1485,DP816618.jpg,http://www.metmuseum.org/art/collection/search/389055
1485,DP815295.jpg,http://www.metmuseum.org/art/collection/search/391026
1485,DP815357.jpg,http://www.metmuseum.org/art/collection/search/391036
1485,DP815346.jpg,http://www.metmuseum.org/art/collection/search/391041
1485,DP815369.jpg,http://www.metmuseum.org/art/collection/search/391049
1485,DP820344.jpg,http://www.metmuseum.org/art/collection/search/391054
1485,DP820359.jpg,http://www.metmuseum.org/art/collection/search/391055
1485,DP815378.jpg,http://www.metmuseum.org/art/collection/search/391062
1485,DP815438.jpg,http://www.metmuseum.org/art/collection/search/391108
1485,DP815433.jpg,http://www.metmuseum.org/art/collection/search/391125
1485,DP815423.jpg,http://www.metmuseum.org/art/collection/search/391127
1485,DP815424.jpg,http://www.metmuseum.org/art/collection/search/391128
1485,DP815537.jpg,http://www.metmuseum.org/art/collection/search/391140
1485,DP815597.jpg,http://www.metmuseum.org/art/collection/search/391179
1485,DP815598.jpg,http://www.metmuseum.org/art/collection/search/391180
1485,DP815758.jpg,http://www.metmuseum.org/art/collection/search/391210
1485,DP815784.jpg,http://www.metmuseum.org/art/collection/search/391221
1485,DP815785.jpg,http://www.metmuseum.org/art/collection/search/391222
1485,DP815899.jpg,http://www.metmuseum.org/art/collection/search/391233
1485,DP815741.jpg,http://www.metmuseum.org/art/collection/search/391260
1485,DP815740.jpg,http://www.metmuseum.org/art/collection/search/391261
1485,DP815914.jpg,http://www.metmuseum.org/art/collection/search/391262
1485,DP815908.jpg,http://www.metmuseum.org/art/collection/search/391273
1485,DP815909.jpg,http://www.metmuseum.org/art/collection/search/391275
1485,DP815921.jpg,http://www.metmuseum.org/art/collection/search/391278
1485,DP815923.jpg,http://www.metmuseum.org/art/collection/search/391290
1485,DP815991.jpg,http://www.metmuseum.org/art/collection/search/391340
1485,DP815988.jpg,http://www.metmuseum.org/art/collection/search/391341
1485,DP815993.jpg,http://www.metmuseum.org/art/collection/search/391344
1485,DP815992.jpg,http://www.metmuseum.org/art/collection/search/391345
1485,DP815556.jpg,http://www.metmuseum.org/art/collection/search/391401
1485,DP815372.jpg,http://www.metmuseum.org/art/collection/search/396275
1485,DP815436.jpg,http://www.metmuseum.org/art/collection/search/396377
1485,DP815719.jpg,http://www.metmuseum.org/art/collection/search/396539
1485,DP815895.jpg,http://www.metmuseum.org/art/collection/search/396600
1485,DP815901.jpg,http://www.metmuseum.org/art/collection/search/396626
1485,DP816148.jpg,http://www.metmuseum.org/art/collection/search/396796
1485,DP816917.jpg,http://www.metmuseum.org/art/collection/search/397137
1485,DP816925.jpg,http://www.metmuseum.org/art/collection/search/397138
1485,DP816926.jpg,http://www.metmuseum.org/art/collection/search/397140
1485,DP816930.jpg,http://www.metmuseum.org/art/collection/search/397141
1485,DP816934.jpg,http://www.metmuseum.org/art/collection/search/397142
1485,DP816937.jpg,http://www.metmuseum.org/art/collection/search/397143
1485,DP816940.jpg,http://www.metmuseum.org/art/collection/search/397144
1485,DP816013.jpg,http://www.metmuseum.org/art/collection/search/396634
1485,DP820388.jpg,http://www.metmuseum.org/art/collection/search/400700
1485,DP820384.jpg,http://www.metmuseum.org/art/collection/search/400701
1485,DP820386.jpg,http://www.metmuseum.org/art/collection/search/400702
1485,DP820387.jpg,http://www.metmuseum.org/art/collection/search/400703
1485,DP820389.jpg,http://www.metmuseum.org/art/collection/search/400705
1485,DP820393.jpg,http://www.metmuseum.org/art/collection/search/400706
1485,DP820391.jpg,http://www.metmuseum.org/art/collection/search/400707
1485,DP820390.jpg,http://www.metmuseum.org/art/collection/search/400708
1485,DP820394.jpg,http://www.metmuseum.org/art/collection/search/400709
1485,DP820392.jpg,http://www.metmuseum.org/art/collection/search/400710
1485,DP820736.jpg,http://www.metmuseum.org/art/collection/search/388475
1485,DP820406.jpg,http://www.metmuseum.org/art/collection/search/386131
1485,DP815787.jpg,http://www.metmuseum.org/art/collection/search/391224
1485,DP815788.jpg,http://www.metmuseum.org/art/collection/search/391225
1485,DP815927.jpg,http://www.metmuseum.org/art/collection/search/391283
1485,DP815935.jpg,http://www.metmuseum.org/art/collection/search/391289
1485,DP820395.jpg,http://www.metmuseum.org/art/collection/search/382286
1485,DP816034.jpg,http://www.metmuseum.org/art/collection/search/388888
1485,DP816023.jpg,http://www.metmuseum.org/art/collection/search/396635
1485,DP816024.jpg,http://www.metmuseum.org/art/collection/search/396636
1485,DP816025.jpg,http://www.metmuseum.org/art/collection/search/396637
1485,DP816621.jpg,http://www.metmuseum.org/art/collection/search/387744
1485,DP820397.jpg,http://www.metmuseum.org/art/collection/search/387746
1485,DP820396.jpg,http://www.metmuseum.org/art/collection/search/387747
1485,DP820399.jpg,http://www.metmuseum.org/art/collection/search/387748
1485,DP820398.jpg,http://www.metmuseum.org/art/collection/search/400723
1485,DP815394.jpg,http://www.metmuseum.org/art/collection/search/391078
1485,DP816022.jpg,http://www.metmuseum.org/art/collection/search/388887
1490,DP802948.jpg,http://www.metmuseum.org/art/collection/search/334817
1491,DP815353.jpg,http://www.metmuseum.org/art/collection/search/343129
1491,DP815373.jpg,http://www.metmuseum.org/art/collection/search/373906
1492,DP102203.jpg,http://www.metmuseum.org/art/collection/search/336211
1492,DP820817.jpg,http://www.metmuseum.org/art/collection/search/336212
1492,DP816593.jpg,http://www.metmuseum.org/art/collection/search/343133
1492,DP816951.jpg,http://www.metmuseum.org/art/collection/search/359765
1492,DP816429.jpg,http://www.metmuseum.org/art/collection/search/388781
1492,DP816772.jpg,http://www.metmuseum.org/art/collection/search/397057
1492,DP816737.jpg,http://www.metmuseum.org/art/collection/search/397058
1493,DP815366.jpg,http://www.metmuseum.org/art/collection/search/336219
1493,DP820343.jpg,http://www.metmuseum.org/art/collection/search/336221
1493,DP247722.jpg,http://www.metmuseum.org/art/collection/search/351297
1493,DP816601.jpg,http://www.metmuseum.org/art/collection/search/360063
1493,DP816935.jpg,http://www.metmuseum.org/art/collection/search/367565
1493,MM30203.jpg,http://www.metmuseum.org/art/collection/search/383756
1493,DP282110.jpg,http://www.metmuseum.org/art/collection/search/459214
1495,DP815296.jpg,http://www.metmuseum.org/art/collection/search/360354
1495,DP815291.jpg,http://www.metmuseum.org/art/collection/search/377315
1495,DP815294.jpg,http://www.metmuseum.org/art/collection/search/391030
1495,DP815298.jpg,http://www.metmuseum.org/art/collection/search/391031
1495,DP815297.jpg,http://www.metmuseum.org/art/collection/search/391032
1495,DP815292.jpg,http://www.metmuseum.org/art/collection/search/391033
1495,DP815371.jpg,http://www.metmuseum.org/art/collection/search/391051
1495,271458.jpg,http://www.metmuseum.org/art/collection/search/338298
1496,DP815356.jpg,http://www.metmuseum.org/art/collection/search/343128
1496,DP816073.jpg,http://www.metmuseum.org/art/collection/search/387455
1496,DP816133.jpg,http://www.metmuseum.org/art/collection/search/387460
1496,DP816137.jpg,http://www.metmuseum.org/art/collection/search/388587
1496,DP816076.jpg,http://www.metmuseum.org/art/collection/search/388595
1496,DP815354.jpg,http://www.metmuseum.org/art/collection/search/391034
1496,DP815352.jpg,http://www.metmuseum.org/art/collection/search/391035
1496,DP815355.jpg,http://www.metmuseum.org/art/collection/search/391037
1496,DP815350.jpg,http://www.metmuseum.org/art/collection/search/391038
1496,DP815367.jpg,http://www.metmuseum.org/art/collection/search/391047
1496,DP815368.jpg,http://www.metmuseum.org/art/collection/search/391048
1496,DP815370.jpg,http://www.metmuseum.org/art/collection/search/391050
1496,DP815385.jpg,http://www.metmuseum.org/art/collection/search/391056
1496,DP815384.jpg,http://www.metmuseum.org/art/collection/search/391057
1496,DP815383.jpg,http://www.metmuseum.org/art/collection/search/391071
1496,DP815349.jpg,http://www.metmuseum.org/art/collection/search/396271
1496,DP815351.jpg,http://www.metmuseum.org/art/collection/search/396272
1497,DP806729.jpg,http://www.metmuseum.org/art/collection/search/359887
1497,DP215651.jpg,http://www.metmuseum.org/art/collection/search/369866
1497,DP815409.jpg,http://www.metmuseum.org/art/collection/search/384647
1497,DP816586.jpg,http://www.metmuseum.org/art/collection/search/387375
1497,DP816585.jpg,http://www.metmuseum.org/art/collection/search/388018
1497,DP816583.jpg,http://www.metmuseum.org/art/collection/search/388799
1497,DP815361.jpg,http://www.metmuseum.org/art/collection/search/391046
1497,DP815392.jpg,http://www.metmuseum.org/art/collection/search/391077
1497,DP815393.jpg,http://www.metmuseum.org/art/collection/search/391079
1497,DP815399.jpg,http://www.metmuseum.org/art/collection/search/391084
1497,DP815400.jpg,http://www.metmuseum.org/art/collection/search/391085
1497,DP815401.jpg,http://www.metmuseum.org/art/collection/search/391086
1497,DP816584.jpg,http://www.metmuseum.org/art/collection/search/397048
1498,DP816928.jpg,http://www.metmuseum.org/art/collection/search/336214
1498,DP816773.jpg,http://www.metmuseum.org/art/collection/search/336215
1498,DP815390.jpg,http://www.metmuseum.org/art/collection/search/351295
1498,DP816923.jpg,http://www.metmuseum.org/art/collection/search/360117
1498,DP820411.jpg,http://www.metmuseum.org/art/collection/search/387727
1498,DP820458.jpg,http://www.metmuseum.org/art/collection/search/388412
1498,DP816134.jpg,http://www.metmuseum.org/art/collection/search/388588
1498,DP816131.jpg,http://www.metmuseum.org/art/collection/search/388589
1498,DP816130.jpg,http://www.metmuseum.org/art/collection/search/388591
1498,DP815358.jpg,http://www.metmuseum.org/art/collection/search/391044
1498,DP815360.jpg,http://www.metmuseum.org/art/collection/search/391045
1498,DP815363.jpg,http://www.metmuseum.org/art/collection/search/391052
1498,DP815364.jpg,http://www.metmuseum.org/art/collection/search/391053
1498,DP815388.jpg,http://www.metmuseum.org/art/collection/search/391058
1498,DP815391.jpg,http://www.metmuseum.org/art/collection/search/391059
1498,DP815389.jpg,http://www.metmuseum.org/art/collection/search/391060
1498,DP815387.jpg,http://www.metmuseum.org/art/collection/search/391061
1498,DP809590.jpg,http://www.metmuseum.org/art/collection/search/459225
1499,DP815347.jpg,http://www.metmuseum.org/art/collection/search/391039
1499,DP815348.jpg,http://www.metmuseum.org/art/collection/search/391040
1499,DP815381.jpg,http://www.metmuseum.org/art/collection/search/391065
1499,DP815380.jpg,http://www.metmuseum.org/art/collection/search/391066
1499,DP815379.jpg,http://www.metmuseum.org/art/collection/search/391067
1499,DP815382.jpg,http://www.metmuseum.org/art/collection/search/391068
1499,DP815402.jpg,http://www.metmuseum.org/art/collection/search/391087
1499,DP815403.jpg,http://www.metmuseum.org/art/collection/search/391088
1500,DP820457.jpg,http://www.metmuseum.org/art/collection/search/388800
1500,DP815375.jpg,http://www.metmuseum.org/art/collection/search/391069
1500,DP815374.jpg,http://www.metmuseum.org/art/collection/search/391070
1500,DP815395.jpg,http://www.metmuseum.org/art/collection/search/391080
1500,DP815396.jpg,http://www.metmuseum.org/art/collection/search/391081
1500,DP815534.jpg,http://www.metmuseum.org/art/collection/search/391137
1500,DP815535.jpg,http://www.metmuseum.org/art/collection/search/391138
1500,DP815536.jpg,http://www.metmuseum.org/art/collection/search/391139
1500,DP815538.jpg,http://www.metmuseum.org/art/collection/search/391141
1500,DP815539.jpg,http://www.metmuseum.org/art/collection/search/391142
1500,DP815540.jpg,http://www.metmuseum.org/art/collection/search/391143
1500,DP820456.jpg,http://www.metmuseum.org/art/collection/search/401052
1500,DP164819.jpg,http://www.metmuseum.org/art/collection/search/436243
1500,DP802954.jpg,http://www.metmuseum.org/art/collection/search/334820
1500,DP816471.jpg,http://www.metmuseum.org/art/collection/search/387559
1500,DP816468.jpg,http://www.metmuseum.org/art/collection/search/388162
1500,DP816463.jpg,http://www.metmuseum.org/art/collection/search/388163
1500,DP816474.jpg,http://www.metmuseum.org/art/collection/search/388373
1500,DP816464.jpg,http://www.metmuseum.org/art/collection/search/388374
1500,DP816466.jpg,http://www.metmuseum.org/art/collection/search/388375
1500,DP816472.jpg,http://www.metmuseum.org/art/collection/search/388376
1500,DP816465.jpg,http://www.metmuseum.org/art/collection/search/388377
1500,DP816469.jpg,http://www.metmuseum.org/art/collection/search/388787
1500,DP816477.jpg,http://www.metmuseum.org/art/collection/search/388788
1500,DP816470.jpg,http://www.metmuseum.org/art/collection/search/388789
1500,DP816473.jpg,http://www.metmuseum.org/art/collection/search/388790
1500,DP816475.jpg,http://www.metmuseum.org/art/collection/search/388791
1500,DP816467.jpg,http://www.metmuseum.org/art/collection/search/388792
1501,DP802952.jpg,http://www.metmuseum.org/art/collection/search/334819
1501,DP815994.jpg,http://www.metmuseum.org/art/collection/search/336232
1501,DP820486.jpg,http://www.metmuseum.org/art/collection/search/359998
1501,DP815376.jpg,http://www.metmuseum.org/art/collection/search/391063
1501,DP815377.jpg,http://www.metmuseum.org/art/collection/search/391064
1501,DP815397.jpg,http://www.metmuseum.org/art/collection/search/391082
1501,DP815398.jpg,http://www.metmuseum.org/art/collection/search/391083
1501,DP815414.jpg,http://www.metmuseum.org/art/collection/search/391103
1501,DP815412.jpg,http://www.metmuseum.org/art/collection/search/391104
1501,DP815411.jpg,http://www.metmuseum.org/art/collection/search/391105
1501,DP815413.jpg,http://www.metmuseum.org/art/collection/search/391106
1501,DP815415.jpg,http://www.metmuseum.org/art/collection/search/391107
1501,DP815416.jpg,http://www.metmuseum.org/art/collection/search/391109
1501,DP815418.jpg,http://www.metmuseum.org/art/collection/search/391110
1501,DP815417.jpg,http://www.metmuseum.org/art/collection/search/391111
1501,DP815419.jpg,http://www.metmuseum.org/art/collection/search/391112
1501,DP815995.jpg,http://www.metmuseum.org/art/collection/search/391335
1502,DP816268.jpg,http://www.metmuseum.org/art/collection/search/387877
1502,DP816294.jpg,http://www.metmuseum.org/art/collection/search/387881
1502,DP816276.jpg,http://www.metmuseum.org/art/collection/search/388137
1502,DP816161.jpg,http://www.metmuseum.org/art/collection/search/388413
1502,DP816435.jpg,http://www.metmuseum.org/art/collection/search/388471
1502,DP816296.jpg,http://www.metmuseum.org/art/collection/search/388604
1502,DP815410.jpg,http://www.metmuseum.org/art/collection/search/391113
1502,DP815528.jpg,http://www.metmuseum.org/art/collection/search/391132
1502,DP815530.jpg,http://www.metmuseum.org/art/collection/search/391133
1502,DP815531.jpg,http://www.metmuseum.org/art/collection/search/391134
1503,DP815407.jpg,http://www.metmuseum.org/art/collection/search/336220
1503,DP820305.jpg,http://www.metmuseum.org/art/collection/search/343130
1503,DP816275.jpg,http://www.metmuseum.org/art/collection/search/347405
1503,DP816158.jpg,http://www.metmuseum.org/art/collection/search/347410
1503,DP816407.jpg,http://www.metmuseum.org/art/collection/search/366488
1503,DP816156.jpg,http://www.metmuseum.org/art/collection/search/387249
1503,DP816142.jpg,http://www.metmuseum.org/art/collection/search/387578
1503,DP816298.jpg,http://www.metmuseum.org/art/collection/search/387611
1503,DP816140.jpg,http://www.metmuseum.org/art/collection/search/387734
1503,DP816271.jpg,http://www.metmuseum.org/art/collection/search/387879
1503,DP816157.jpg,http://www.metmuseum.org/art/collection/search/387880
1503,DP816301.jpg,http://www.metmuseum.org/art/collection/search/388015
1503,DP816141.jpg,http://www.metmuseum.org/art/collection/search/388134
1503,DP816272.jpg,http://www.metmuseum.org/art/collection/search/388136
1503,DP816297.jpg,http://www.metmuseum.org/art/collection/search/388143
1503,DP816303.jpg,http://www.metmuseum.org/art/collection/search/388146
1503,DP816406.jpg,http://www.metmuseum.org/art/collection/search/388148
1503,DP816416.jpg,http://www.metmuseum.org/art/collection/search/388150
1503,DP816300.jpg,http://www.metmuseum.org/art/collection/search/388372
1503,DP816405.jpg,http://www.metmuseum.org/art/collection/search/388386
1503,DP816302.jpg,http://www.metmuseum.org/art/collection/search/388387
1503,DP816299.jpg,http://www.metmuseum.org/art/collection/search/388388
1503,DP816060.jpg,http://www.metmuseum.org/art/collection/search/388485
1503,DP816154.jpg,http://www.metmuseum.org/art/collection/search/388487
1503,DP816159.jpg,http://www.metmuseum.org/art/collection/search/388602
1503,DP816270.jpg,http://www.metmuseum.org/art/collection/search/388603
1503,DP816061.jpg,http://www.metmuseum.org/art/collection/search/388635
1503,DP816162.jpg,http://www.metmuseum.org/art/collection/search/388636
1503,DP815404.jpg,http://www.metmuseum.org/art/collection/search/390975
1503,DP815406.jpg,http://www.metmuseum.org/art/collection/search/391089
1503,DP815405.jpg,http://www.metmuseum.org/art/collection/search/391094
1503,DP815408.jpg,http://www.metmuseum.org/art/collection/search/391114
1503,DP815437.jpg,http://www.metmuseum.org/art/collection/search/391115
